,nuts,original_code,original_name,eurocrops,source,4o,hermes
534,cz,40089,Peluška zimní,Peluška ozimá,gpt-4o,Peluška ozimá,
535,cz,40092,Smìs krmná (èejka),,manual,Směs krmná (čejka),
536,cz,40092,Směs krmná (čejka),,manual,Směs krmná (čejka),
537,cz,40093,Smìs pro opylovaèe (èejka),,manual,Směs pro opylovače (čejka),
538,cz,40093,Směs pro opylovače (čejka),,manual,Směs pro opylovače (čejka),
539,cz,40094,Smìs pro krmný biopás,,manual,Směs pro krmný biopás,
540,cz,40094,Směs pro krmný biopás,,manual,Směs pro krmný biopás,
541,cz,40095,Smìs pro nektarodárný biopás,,manual,Směs pro nektarodárný biopás,
542,cz,40095,Směs pro nektarodárný biopás,,manual,Směs pro nektarodárný biopás,
543,cz,40101,Sléz pøeslenitý,,manual,,Sléz přeslenitý
544,cz,40101,Sléz přeslenitý,,manual,,Sléz přeslenitý
545,cz,40113,penát jarní,,manual,Špenát jarní,
546,cz,40113,Špenát jarní,,manual,Špenát jarní,
547,cz,40114,Smìsi trav pro energetické vyuití,Směsi trav pro energetické využití,gpt-4o,Směsi trav pro energetické využití,
548,cz,40114,Směsi trav pro energetické využití,Směsi trav pro energetické využití,original_name,Směsi trav pro energetické využití,
549,cz,40115,Doèasnì nezpùsobilá plocha,,manual,Dočasně nezpůsobilá plocha,
550,cz,40115,Dočasně nezpůsobilá plocha,,manual,Dočasně nezpůsobilá plocha,
551,cz,40115,Plodina 40115,,manual,Dočasně nezpůsobilá plocha,
552,cz,40117,Øedkev (jinde neuvedená),Ředkev (jinde neuvedená),gpt-4o,Ředkev (jinde neuvedená),
553,cz,40117,Ředkev (jinde neuvedená),Ředkev (jinde neuvedená),original_name,Ředkev (jinde neuvedená),
554,cz,40118,Plodina 40118,Vojtěškotravní směs s převahou vojtěšky,gpt-4o,Vojtěškotravní směs s převahou vojtěšky,
555,cz,40118,Vojtìkotravní smìs s pøevahou vojtìky,Vojtěškotravní směs s převahou vojtěšky,gpt-4o,Vojtěškotravní směs s převahou vojtěšky,
556,cz,40118,Vojtěškotravní směs s převahou vojtěšky,Vojtěškotravní směs s převahou vojtěšky,original_name,Vojtěškotravní směs s převahou vojtěšky,
557,cz,40119,Èekanka hlávková,Čekanka hlávková,gpt-4o,Čekanka hlávková,
558,cz,40119,Čekanka hlávková,Čekanka hlávková,original_name,Čekanka hlávková,
559,cz,40123,Salát øímský,,manual,Salát římský,
560,cz,40123,Salát římský,,manual,Salát římský,
561,cz,40130,Zelenina (EZ - pøíl. 4 NV 76/2015),Zelenina (EZ - příl. 4 NV 76/2015),gpt-4o,Zelenina (EZ - příl. 4 NV 76/2015),
562,cz,40130,Zelenina (EZ - příl. 4 NV 76/2015),Zelenina (EZ - příl. 4 NV 76/2015),original_name,Zelenina (EZ - příl. 4 NV 76/2015),
563,cz,40131,Øebøíèek obecný,,manual,Řebříček obecný,
564,cz,40131,Řebříček obecný,,manual,Řebříček obecný,
565,cz,40133,ovík kyselý - krmný OK2,,manual,Šťovík kyselý - krmný OK2,
566,cz,40133,Šťovík kyselý - krmný OK2,,manual,Šťovík kyselý - krmný OK2,
567,cz,40138,Jestøabina (jinde neuvedená),Jestřabina (jinde neuvedená),gpt-4o,Jestřabina (jinde neuvedená),
568,cz,40138,Jestřabina (jinde neuvedená),Jestřabina (jinde neuvedená),original_name,Jestřabina (jinde neuvedená),
569,cz,40143,Smìsi PVN (§ 18 a - t NV PP),Směsi PVN (§ 18 a - t NV PP),gpt-4o,Směsi PVN (§ 18 a - t NV PP),
570,cz,40143,Směsi PVN (§ 18 a - t NV PP),Směsi PVN (§ 18 a - t NV PP),original_name,Směsi PVN (§ 18 a - t NV PP),
571,cz,40150,Jílek mnohokvìtý,Jílek mnohokvětý,gpt-4o,Jílek mnohokvětý,
572,cz,40150,Jílek mnohokvětý,Jílek mnohokvětý,original_name,Jílek mnohokvětý,
573,cz,40151,Jílek vytrvalý,,manual,Jílek vytrvalý,
574,cz,40151,Plodina 40151,,manual,Jílek vytrvalý,
575,cz,40155,Vikev huòatá,,manual,Vikev huňatá,
576,cz,40155,Vikev huňatá,,manual,Vikev huňatá,
577,cz,40156,Smìs zlepujících netrních plodin (jinde neuvedených),,manual,Směs zlepšujících netržních plodin (jinde neuvedených),
578,cz,40156,Směs zlepšujících netržních plodin (jinde neuvedených),,manual,Směs zlepšujících netržních plodin (jinde neuvedených),
579,cz,40157,Smìs s více ne 50 % jetele nebo vojtìky (ZNP),Směs s více než 50 % jetele nebo vojtěšky (ZNP),gpt-4o,Směs s více než 50 % jetele nebo vojtěšky (ZNP),
580,cz,40157,Směs s více než 50 % jetele nebo vojtěšky (ZNP),Směs s více než 50 % jetele nebo vojtěšky (ZNP),original_name,Směs s více než 50 % jetele nebo vojtěšky (ZNP),
581,cz,40159,Kostøava èervená,,manual,Kostřava červená,
582,cz,40159,Kostřava červená,,manual,Kostřava červená,
583,cz,40163,Sluneènice roèní,,manual,Slunečnice roční,
584,cz,40163,Slunečnice roční,,manual,Slunečnice roční,
585,cz,40164,Srha laloènatá,Srha laločnatá,gpt-4o,Srha laločnatá,
586,cz,40164,Srha laločnatá,Srha laločnatá,original_name,Srha laločnatá,
587,cz,402,penát ozimý,,manual,Špenát ozimý,
588,cz,402,Špenát ozimý,,manual,Špenát ozimý,
589,cz,40273,Plodina 40273,Pšenice špalda,gpt-4o,Pšenice špalda,
590,cz,40273,Penice palda,Pšenice špalda,gpt-4o,Pšenice špalda,
591,cz,40273,Pšenice špalda,Pšenice špalda,original_name,Pšenice špalda,
592,cz,40284,Trávy èeledi lipnicovité s výjimkou obilnin,Trávy čeledi lipnicovité s výjimkou obilnin,gpt-4o,Trávy čeledi lipnicovité s výjimkou obilnin,
593,cz,40284,Trávy čeledi lipnicovité s výjimkou obilnin,Trávy čeledi lipnicovité s výjimkou obilnin,original_name,Trávy čeledi lipnicovité s výjimkou obilnin,
594,cz,40292,Kvìtiny,Kvìtiny,original_name,Kvìtiny,
595,cz,40292,Květiny,Kvìtiny,gpt-4o,Kvìtiny,
596,cz,40295,ito energetické,,manual,Žito energetické,
597,cz,40295,Žito energetické,,manual,Žito energetické,
598,cz,40296,Kmín koøenný jarní,,manual,Kmín kořenný jarní,
599,cz,40296,Kmín kořenný jarní,,manual,Kmín kořenný jarní,
600,cz,40304,Smìs pro ochranný pás (§ 14 -odst. 3 a-r NV PP),Směs pro ochranný pás (§ 14 -odst. 3 a-r NV PP),gpt-4o,Směs pro ochranný pás (§ 14 -odst. 3 a-r NV PP),
601,cz,40304,Směs pro ochranný pás (§ 14 -odst. 3 a-r NV PP),Směs pro ochranný pás (§ 14 -odst. 3 a-r NV PP),original_name,Směs pro ochranný pás (§ 14 -odst. 3 a-r NV PP),
602,cz,40305,Smìsi bílk. plodin (§ 28 a-f NV PP) bez obilovin,Směsi bílk. plodin (§ 28 a-f NV PP) bez obilovin,gpt-4o,Směsi bílk. plodin (§ 28 a-f NV PP) bez obilovin,
603,cz,40305,Směsi bílk. plodin (§ 28 a-f NV PP) bez obilovin,Směsi bílk. plodin (§ 28 a-f NV PP) bez obilovin,original_name,Směsi bílk. plodin (§ 28 a-f NV PP) bez obilovin,
604,cz,40306,Smìsi PVN s obilovinami §18 u NV PP (s pøevahou PVN),Směsi PVN s obilovinami §18 u NV PP (s převahou PVN),gpt-4o,Směsi PVN s obilovinami §18 u NV PP (s převahou PVN),
605,cz,40306,Směsi PVN s obilovinami §18 u NV PP (s převahou PVN),Směsi PVN s obilovinami §18 u NV PP (s převahou PVN),original_name,Směsi PVN s obilovinami §18 u NV PP (s převahou PVN),
606,cz,40307,"Smìsi PVN s ost. pl § 18 u NV PP (bez obilovin, s pøevahou PVN)","Směsi PVN s ost. pl § 18 u NV PP (bez obilovin, s převahou PVN)",gpt-4o,"Směsi PVN s ost. pl § 18 u NV PP (bez obilovin, s převahou PVN)",
607,cz,40307,"Směsi PVN s ost. pl § 18 u NV PP (bez obilovin, s převahou PVN)","Směsi PVN s ost. pl § 18 u NV PP (bez obilovin, s převahou PVN)",original_name,"Směsi PVN s ost. pl § 18 u NV PP (bez obilovin, s převahou PVN)",
608,cz,40311,Merlík èilský,,manual,Merlík čilský,
609,cz,40311,Merlík čilský,,manual,Merlík čilský,
610,cz,40318,Smìsky obilovin,Směsky obilovin,gpt-4o,Směsky obilovin,
611,cz,40318,Směsky obilovin,Směsky obilovin,original_name,Směsky obilovin,
612,cz,40329,Hoøèice èerná,,manual,Hořčice černá,
613,cz,40329,Hořčice černá,,manual,Hořčice černá,
614,cz,40330,Vojtìka promìnlivá,,manual,Vojtěška proměnlivá,
615,cz,40330,Vojtěška proměnlivá,,manual,Vojtěška proměnlivá,
616,cz,410,Zelí èínské,Zelí čínské,gpt-4o,Zelí čínské,
617,cz,410,Zelí čínské,Zelí čínské,original_name,Zelí čínské,
618,cz,411,Zelí hlávkové,Zelí hlávkové bílé,gpt-4o,Zelí hlávkové bílé,
619,cz,411,Zelí hlávkové bílé,Zelí hlávkové bílé,original_name,Zelí hlávkové bílé,
620,cz,414,Cibule zimní (seèka),Cibule zimní (sečka),gpt-4o,Cibule zimní (sečka),
621,cz,414,Cibule zimní (sečka),Cibule zimní (sečka),original_name,Cibule zimní (sečka),
622,cz,416,alotka,Šalotka,gpt-4o,Šalotka,
623,cz,416,Šalotka,Šalotka,original_name,Šalotka,
624,cz,422,Smìsi s pøevahou bílk. p. s obilovinami (§ 28 NV PP),Směsi s převahou bílk. p. s obilovinami (§ 28 NV PP),gpt-4o,Směsi s převahou bílk. p. s obilovinami (§ 28 NV PP),
625,cz,422,Směsi s převahou bílk. p. s obilovinami (§ 28 NV PP),Směsi s převahou bílk. p. s obilovinami (§ 28 NV PP),original_name,Směsi s převahou bílk. p. s obilovinami (§ 28 NV PP),
626,cz,422,Směsky luskovin,Směsi s převahou bílk. p. s obilovinami (§ 28 NV PP),gpt-4o,Směsi s převahou bílk. p. s obilovinami (§ 28 NV PP),
627,cz,423,Ostatní smìsky,Ostatní směsky,gpt-4o,Ostatní směsky,
628,cz,423,Ostatní směsky,Ostatní směsky,original_name,Ostatní směsky,
629,cz,423,Směsky obilovin,Ostatní směsky,gpt-4o,Ostatní směsky,
630,cz,430,Brambory prùmyslové,Brambory průmyslové,gpt-4o,Brambory průmyslové,
631,cz,430,Brambory průmyslové,Brambory průmyslové,original_name,Brambory průmyslové,
632,cz,431,Jetelotravní smìs (s pøevahou jetelovin),Jetelotravní směs (s převahou jetelovin),gpt-4o,Jetelotravní směs (s převahou jetelovin),
633,cz,431,Jetelotravní směs (s převahou jetelovin),Jetelotravní směs (s převahou jetelovin),original_name,Jetelotravní směs (s převahou jetelovin),
634,cz,433,Kukuøice (jinde neuvedená),Kukuřice (jinde neuvedená),gpt-4o,Kukuřice (jinde neuvedená),
635,cz,433,Kukuřice (jinde neuvedená),Kukuřice (jinde neuvedená),original_name,Kukuřice (jinde neuvedená),
636,cz,433,Kukuřice na siláž,Kukuřice (jinde neuvedená),gpt-4o,Kukuřice (jinde neuvedená),
637,cz,44,Ostropestøec mariánský,Ostropestřec mariánský,gpt-4o,Ostropestřec mariánský,
638,cz,44,Ostropestřec mariánský,Ostropestřec mariánský,original_name,Ostropestřec mariánský,
639,cz,442,Léèivé rostliny (více druhù),,manual,Léčivé rostliny (více druhů),
640,cz,442,Léčivé rostliny (více druhů),,manual,Léčivé rostliny (více druhů),
641,cz,49,Topolovka rùová,Topolovka růžová,gpt-4o,Topolovka růžová,
642,cz,49,Topolovka růžová,Topolovka růžová,original_name,Topolovka růžová,
643,cz,5,Èekanka prùmyslová,Čekanka průmyslová,gpt-4o,Čekanka průmyslová,
644,cz,5,Čekanka (jinde neuvedená),Čekanka průmyslová,gpt-4o,Čekanka průmyslová,
645,cz,5,Čekanka průmyslová,Čekanka průmyslová,original_name,Čekanka průmyslová,
646,cz,53,Øepík lékaøský,Řepík lékařský,gpt-4o,Řepík lékařský,
647,cz,53,Řepík lékařský,Řepík lékařský,original_name,Řepík lékařský,
648,cz,56,alvìj lékaøská,Šalvěj lékařská,gpt-4o,Šalvěj lékařská,
649,cz,56,Šalvěj lékařská,Šalvěj lékařská,original_name,Šalvěj lékařská,
650,cz,57,Tøezalka teèkovaná,Třezalka tečkovaná,gpt-4o,Třezalka tečkovaná,
651,cz,57,Třezalka tečkovaná,Třezalka tečkovaná,original_name,Třezalka tečkovaná,
652,cz,602,Tykev mukátová,,manual,Tykev muškátová,
653,cz,602,Tykev muškátová,,manual,Tykev muškátová,
654,cz,605,ito trsnaté (lesní),,manual,Žito trsnaté (lesní),
655,cz,605,Žito trsnaté (lesní),,manual,Žito trsnaté (lesní),
656,cz,61,Yzop lékaøský,Yzop lékařský,gpt-4o,Yzop lékařský,
657,cz,61,Yzop lékařský,Yzop lékařský,original_name,Yzop lékařský,
658,cz,65,Cizrna,Cizrna beraní,gpt-4o,Cizrna beraní,
659,cz,65,Cizrna beraní,Cizrna beraní,original_name,Cizrna beraní,
660,cz,66,Èièorka pestrá,Čičorka pestrá,gpt-4o,Čičorka pestrá,
661,cz,66,Čičorka pestrá,Čičorka pestrá,original_name,Čičorka pestrá,
662,cz,67,Èoèka,Čočka jedlá,gpt-4o,Čočka jedlá,
663,cz,67,Čočka,Čočka jedlá,gpt-4o,Čočka jedlá,
664,cz,67,Čočka jedlá,Čočka jedlá,original_name,Čočka jedlá,
665,cz,68,Fazol (jinde neuvedený),Fazol polní,gpt-4o,Fazol polní,
666,cz,68,Fazol polní,Fazol polní,original_name,Fazol polní,
667,cz,69,Hrách (jinde neuvedený),Hrách polní,gpt-4o,Hrách polní,
668,cz,69,Hrách polní,Hrách polní,original_name,Hrách polní,
669,cz,70,Peluka jarní,Peluška jarní (Hrách rolní),gpt-4o,Peluška jarní (Hrách rolní),
670,cz,70,Peluška jarní,Peluška jarní (Hrách rolní),gpt-4o,Peluška jarní (Hrách rolní),
671,cz,70,Peluška jarní (Hrách rolní),Peluška jarní (Hrách rolní),original_name,Peluška jarní (Hrách rolní),
672,cz,78,Lupina (jinde neuvedená),Lupina bílá,gpt-4o,Lupina bílá,
673,cz,78,Lupina bílá,Lupina bílá,original_name,Lupina bílá,
674,cz,8,Bér italský,Bér vlašský (italský),gpt-4o,Bér vlašský (italský),
675,cz,8,Bér vlašský,Bér vlašský (italský),gpt-4o,Bér vlašský (italský),
676,cz,8,Bér vlašský (italský),Bér vlašský (italský),original_name,Bér vlašský (italský),
677,cz,82,Ptaèí noha setá (seradela),Ptačí noha setá (seradela),gpt-4o,Ptačí noha setá (seradela),
678,cz,82,Ptačí noha setá (seradela),Ptačí noha setá (seradela),original_name,Ptačí noha setá (seradela),
679,cz,83,tírovník,Štírovník,gpt-4o,Štírovník,
680,cz,83,Štírovník,Štírovník,original_name,Štírovník,
681,cz,85,Tolice dìtelová,Tolice dětelová,gpt-4o,Tolice dětelová,
682,cz,85,Tolice dětelová,Tolice dětelová,original_name,Tolice dětelová,
683,cz,86,Úroèník,Úročník bolhoj,gpt-4o,Úročník bolhoj,
684,cz,86,Úročník,Úročník bolhoj,gpt-4o,Úročník bolhoj,
685,cz,86,Úročník bolhoj,Úročník bolhoj,original_name,Úročník bolhoj,
686,cz,87,Vièenec,Vičenec ligrus,gpt-4o,Vičenec ligrus,
687,cz,87,Vičenec,Vičenec ligrus,gpt-4o,Vičenec ligrus,
688,cz,87,Vičenec ligrus,Vičenec ligrus,original_name,Vičenec ligrus,
689,cz,9,Èirok,Čirok cukrový,gpt-4o,Čirok cukrový,
690,cz,9,Čirok,Čirok cukrový,gpt-4o,Čirok cukrový,
691,cz,9,Čirok cukrový,Čirok cukrový,original_name,Čirok cukrový,
692,cz,91,Vojtìka,Vojtěška setá,gpt-4o,Vojtěška setá,
693,cz,91,Vojtěška,Vojtěška setá,gpt-4o,Vojtěška setá,
694,cz,91,Vojtěška setá,Vojtěška setá,original_name,Vojtěška setá,
695,cz,92,Pískavice øecké seno,Pískavice řecké seno,gpt-4o,Pískavice řecké seno,
696,cz,92,Pískavice řecké seno,Pískavice řecké seno,original_name,Pískavice řecké seno,
697,cz,94,Jetel,Jetel (T. nigrescens Viv.),gpt-4o,Jetel (T. nigrescens Viv.),
698,cz,94,Jetel (T. nigrescens Viv.),Jetel (T. nigrescens Viv.),original_name,Jetel (T. nigrescens Viv.),
699,cz,96,Jeèmen jarní,Ječmen jarní,gpt-4o,Ječmen jarní,
700,cz,96,Ječmen jarní,Ječmen jarní,original_name,Ječmen jarní,
701,cz,97,Jeèmen ozimý,Ječmen ozimý dvouřadý,gpt-4o,Ječmen ozimý dvouřadý,
702,cz,97,Ječmen ozimý,Ječmen ozimý dvouřadý,gpt-4o,Ječmen ozimý dvouřadý,
703,cz,97,Ječmen ozimý dvouřadý,Ječmen ozimý dvouřadý,original_name,Ječmen ozimý dvouřadý,
704,de4,10171,Körnermais,Körnermais,original_name,Körnermais und CCM,
705,de4,10171,Körnermais und CCM,Körnermais,manual,Körnermais und CCM,
706,de4,10171,Mais (ohne Silomais NC 411),Körnermais,manual,Körnermais und CCM,
707,de4,112,Winterdurum (Hartweizen),Winterdurum (Hartweizen),original_name,Winterdurum (Hartweizen),
708,de4,112,Winterhartweizen/Durum,Winterdurum (Hartweizen),gpt-4o,Winterdurum (Hartweizen),
709,de4,113,Hartweizen (Durum),Hartweizen (Durum),original_name,Sommerdurum (Hartweizen),
710,de4,113,Sommerdurum (Hartweizen),Hartweizen (Durum),manual,Sommerdurum (Hartweizen),
711,de4,113,Sommerhartweizen/Durum,Hartweizen (Durum),manual,Sommerdurum (Hartweizen),
712,de4,114,Dinkel,Dinkel,original_name,Winter-Dinkel,
713,de4,114,Winter-Dinkel,Dinkel,manual,Winter-Dinkel,
714,de4,115,Winterweichweizen,Winterweichweizen,original_name,Winterweichweizen,
715,de4,115,Winterweizen (ohne Durum),Winterweichweizen,gpt-4o,Winterweichweizen,
716,de4,116,Sommerweichweizen,Sommerweichweizen,original_name,Sommerweizen (ohne Durum),
717,de4,116,Sommerweizen (ohne Durum),Sommerweichweizen,manual,Sommerweizen (ohne Durum),
718,de4,118,Winter-Emmer/ -Einkorn,Winter-Emmer/-Einkorn,gpt-4o,Winter-Emmer/-Einkorn,
719,de4,118,Winter-Emmer/-Einkorn,Winter-Emmer/-Einkorn,original_name,Winter-Emmer/-Einkorn,
720,de4,121,Winterroggen,"Winterroggen, Winter-Waldstaudenroggen",gpt-4o,"Winterroggen, Winter-Waldstaudenroggen",
721,de4,121,"Winterroggen, Winter-Waldstaudenroggen","Winterroggen, Winter-Waldstaudenroggen",original_name,"Winterroggen, Winter-Waldstaudenroggen",
722,de4,122,Sommerroggen,"Sommerroggen, Sommer-Waldstaudenroggen",gpt-4o,"Sommerroggen, Sommer-Waldstaudenroggen",
723,de4,122,"Sommerroggen, Sommer-Waldstaudenroggen","Sommerroggen, Sommer-Waldstaudenroggen",original_name,"Sommerroggen, Sommer-Waldstaudenroggen",
724,de4,13,Feldraine,Feldraine,original_name,Feldvogelinseln AUKM,
725,de4,13,Feldvogelinseln AUKM,Feldraine,manual,Feldvogelinseln AUKM,
726,de4,172,Corn Cob Mix,Corn Cob Mix,original_name,Corn Cob Mix,
727,de4,172,Mais (Biogas),Corn Cob Mix,gpt-4o,Corn Cob Mix,
728,de4,172,Mais für Biogas,Corn Cob Mix,gpt-4o,Corn Cob Mix,
729,de4,176,Mais mit Bejagungsschneise in gutem landwirtschaftlichen und ökologischen Zustand,Mais mit Bejagungsschneise in gutem landwirtschaftlichen und ökologischen Zustand**,manual,Mais mit Bejagungsschneise in gutem landwirtschaftlichen und ökologischen Zustand,
730,de4,176,Mais mit Bejagungsschneise in gutem landwirtschaftlichen und ökologischen Zustand**,Mais mit Bejagungsschneise in gutem landwirtschaftlichen und ökologischen Zustand**,original_name,Mais mit Bejagungsschneise in gutem landwirtschaftlichen und ökologischen Zustand,
731,de4,177,Mais mit Bejagungsschneise (Kulturpflanze),Mais mit Bejagungsschneise (Kulturpflanze),original_name,Mais mit Blüh- und/oder Bejagungsschneisen,
732,de4,177,Mais mit Bejagungsschneise (Kulturpflanze)**,Mais mit Bejagungsschneise (Kulturpflanze),manual,Mais mit Blüh- und/oder Bejagungsschneisen,
733,de4,177,Mais mit Blüh- und/oder Bejagungsschneisen,Mais mit Bejagungsschneise (Kulturpflanze),manual,Mais mit Blüh- und/oder Bejagungsschneisen,
734,de4,181,Hirse,Hirse,original_name,Rispenhirse (Panicum),
735,de4,181,Hirse zur Körnergewinnung***,Hirse,manual,Rispenhirse (Panicum),
736,de4,181,Rispenhirse,Hirse,manual,Rispenhirse (Panicum),
737,de4,181,Rispenhirse (Panicum),Hirse,manual,Rispenhirse (Panicum),
738,de4,181,"Rispenhirse, Rutenhirse",Hirse,manual,Rispenhirse (Panicum),
739,de4,183,Mohren-/Zuckerhirse (ohne Sudangras NC 803),Mohren-/Zuckerhirse (ohne Sudangras NC 803),original_name,Sorghumhirse (Körnersorghum),
740,de4,183,Sorghumhirse (Körnersorghum),Mohren-/Zuckerhirse (ohne Sudangras NC 803),manual,Sorghumhirse (Körnersorghum),
741,de4,190,Alle anderen Getreidearten,Alle anderen Getreidearten,original_name,"Getreide einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",
742,de4,190,"Getreide einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",Alle anderen Getreidearten,manual,"Getreide einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",
743,de4,210,"Erbsen (Erbse, Markerbse, Schalerbse, Zuckererbse)","Erbsen (Erbse, Markerbse, Schalerbse, Zuckererbse)",original_name,"Erbsen (Erbse, Markerbse, Schalerbse, Zuckererbse)",
744,de4,210,"Erbsen (Mark-, Schal-, Zucker-, Futtererbse, Peluschke)","Erbsen (Erbse, Markerbse, Schalerbse, Zuckererbse)",gpt-4o,"Erbsen (Erbse, Markerbse, Schalerbse, Zuckererbse)",
745,de4,210,Erbsen zur Körnergewinnung,"Erbsen (Erbse, Markerbse, Schalerbse, Zuckererbse)",gpt-4o,"Erbsen (Erbse, Markerbse, Schalerbse, Zuckererbse)",
746,de4,220,"Acker-, Puff-, u.Pferdebohnen zur Körnergewinnung",Ackerbohne/Puffbohne/Pferdebohne/Dicke Bohne,manual,"Acker-, Puff-, u.Pferdebohnen zur Körnergewinnung",
747,de4,220,Ackerbohne/Puffbohne/Pferdebohne/Dicke Bohne,Ackerbohne/Puffbohne/Pferdebohne/Dicke Bohne,original_name,"Acker-, Puff-, u.Pferdebohnen zur Körnergewinnung",
748,de4,221,"Wicken (Pannonische Wicke, Zottelwicke, Saatwicke)","Wicken (Pannonische Wicke, Zottelwicke, Saatwicke)",original_name,"Wicken (Pannonische Wicke, Zottelwicke, Saatwicke)",
749,de4,221,"Wicken (Pannonische, Zottelwicke, Saatwicke)","Wicken (Pannonische Wicke, Zottelwicke, Saatwicke)",gpt-4o,"Wicken (Pannonische Wicke, Zottelwicke, Saatwicke)",
750,de4,230,"Lupinen (Süßlupine, weiße Lupine, ...)","Lupinen (Süßlupine, weiße Lupine, ...)",original_name,"Lupinen (Süßlupine, weiße Lupine, blaue/schmalblättrige Lupine, gelbe Lupine)",
751,de4,230,"Lupinen (Süßlupine, weiße Lupine, blaue/schmalblättrige Lupine, gelbe Lupine)","Lupinen (Süßlupine, weiße Lupine, ...)",manual,"Lupinen (Süßlupine, weiße Lupine, blaue/schmalblättrige Lupine, gelbe Lupine)",
752,de4,230,Süßlupinen zur Körnergewinnung,"Lupinen (Süßlupine, weiße Lupine, ...)",manual,"Lupinen (Süßlupine, weiße Lupine, blaue/schmalblättrige Lupine, gelbe Lupine)",
753,de4,240,Erbsen/Bohnen,Erbsen/Bohnen,original_name,Erbsen/Bohnen zur Körnergewinnung,
754,de4,240,Erbsen/Bohnen zur Körnergewinnung,Erbsen/Bohnen,manual,Erbsen/Bohnen zur Körnergewinnung,
755,de4,250,Gemenge Erbsen / Getreide,Gemenge Leguminose/Getreide (Leguminose überwiegt),gpt-4o,Gemenge Leguminose/Getreide (Leguminose überwiegt),
756,de4,250,Gemenge Leguminose/Getreide (Leguminose überwiegt),Gemenge Leguminose/Getreide (Leguminose überwiegt),original_name,Gemenge Leguminose/Getreide (Leguminose überwiegt),
757,de4,250,Gemenge Leguminosen/Getreide,Gemenge Leguminose/Getreide (Leguminose überwiegt),gpt-4o,Gemenge Leguminose/Getreide (Leguminose überwiegt),
758,de4,290,Alle anderen Hülsenfrüchte  zur Körnergewinnung,Alle anderen Hülsenfrüchte zur Körnergewinnung,gpt-4o,Alle anderen Hülsenfrüchte zur Körnergewinnung,
759,de4,290,Alle anderen Hülsenfrüchte zur Körnergewinnung,Alle anderen Hülsenfrüchte zur Körnergewinnung,original_name,Alle anderen Hülsenfrüchte zur Körnergewinnung,
760,de4,290,"Hülsenfrucht einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",Alle anderen Hülsenfrüchte zur Körnergewinnung,gpt-4o,Alle anderen Hülsenfrüchte zur Körnergewinnung,
761,de4,292,Linsen,,manual,Linsen (Speise-Linse),
762,de4,292,Linsen (Speise-Linse),,manual,Linsen (Speise-Linse),
763,de4,311,Winterraps,Winterraps,original_name,Winterraps z. Körnergew.,
764,de4,311,Winterraps z. Körnergew.,Winterraps,manual,Winterraps z. Körnergew.,
765,de4,312,Sommerraps,Sommerraps,original_name,,Sommerraps z. Körnergew.
766,de4,312,Sommerraps z. Körnergew.,Sommerraps,manual,,Sommerraps z. Körnergew.
767,de4,315,"Winterrübsen (Rübsen, Rübsamen, Rübsaat)","Winterrübsen (Rübsen, Rübsamen, Rübsaat)",original_name,"Winterrübsen (Rübsen, Rübsamen, Rübsaat)",
768,de4,315,Winterrübsen z. Körnergew.,"Winterrübsen (Rübsen, Rübsamen, Rübsaat)",gpt-4o,"Winterrübsen (Rübsen, Rübsamen, Rübsaat)",
769,de4,316,"Sommerrübsen  (Rübsen, Rübsamen, Rübsaat)","Sommerrübsen (Rübsen, Rübsamen, Rübsaat)",gpt-4o,"Sommerrübsen (Rübsen, Rübsamen, Rübsaat)",
770,de4,316,"Sommerrübsen (Rübsen, Rübsamen, Rübsaat)","Sommerrübsen (Rübsen, Rübsamen, Rübsaat)",original_name,"Sommerrübsen (Rübsen, Rübsamen, Rübsaat)",
771,de4,316,Sommerrübsen z. Körnergew.,"Sommerrübsen (Rübsen, Rübsamen, Rübsaat)",gpt-4o,"Sommerrübsen (Rübsen, Rübsamen, Rübsaat)",
772,de4,320,Sonnenblumen,Sonnenblumen,original_name,Sonnenblumen z. Körnergew.,
773,de4,320,Sonnenblumen z. Körnergew.,Sonnenblumen,manual,Sonnenblumen z. Körnergew.,
774,de4,330,Sojabohnen,Sojabohnen,original_name,Sojabohnen z. Körnergew.,
775,de4,330,Sojabohnen z. Körnergew.,Sojabohnen,manual,Sojabohnen z. Körnergew.,
776,de4,341,"Lein (Gemeiner Lein, Flachs)","Lein, Flachs",manual,"Lein (Gemeiner Lein, Flachs)",
777,de4,341,"Lein, Flachs","Lein, Flachs",original_name,"Lein (Gemeiner Lein, Flachs)",
778,de4,341,Öllein z. Körnergewinnung,"Lein, Flachs",manual,"Lein (Gemeiner Lein, Flachs)",
779,de4,390,Andere Ölfrüchte z. Körnergew.,"Ölfrucht einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",gpt-4o,"Ölfrucht einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",
780,de4,390,"Ölfrucht einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist","Ölfrucht einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",original_name,"Ölfrucht einer Gattung/Art, die in der aktuellen Liste nicht aufgeführt ist",
